questionnaire_id,global_id,1_1_0,1_1_1,1_1_2,1_1_3,1_1_4,1_1_1,1_1_2,1_1_3,1_1_4,1_1_5,1_1_6,1_1_7,1_1_8,1_1_9,1_2_0,1_2_1,1_2_2,1_2_3,1_2_4,2_1_0,2_1_1,2_1_2,2_1_3,2_2_0,2_2_1,2_3_0,2_3_1,2_3_2,2_3_3,2_4_0,2_4_1,2_5_0,2_5_1,2_5_2,2_5_3,2_6_0,2_6_1,2_6_2,2_6_3,2_7_0,2_7_1,2_8_0,2_8_1,2_8_2,2_8_3,2_9_0,2_9_1,2_10_0,2_10_1,2_10_2,2_10_3,2_11_0,2_11_1,2_11_2,2_11_3,2_12_0,2_12_1,2_13_0,2_13_1,2_13_2,2_13_3,2_14_0,2_14_1,2_15_0,2_15_1,2_15_2,2_15_3,2_16_0,2_16_1,2_16_2,2_16_3,2_17_0,2_17_1,2_18_0,2_18_1,2_18_2,2_18_3,2_19_0,2_19_1,2_20_0,2_20_1,2_20_2,2_20_3,3_1_1,3_1_2,3_1_3,3_1_4,3_2_0,3_2_1,3_2_2,4_1_0
None,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
